Index Type X Y Z Radius Parent
611 6 -33.45 62.97 37.56 0.25 610
612 6 -33.43 63 37.65 0.25 611
613 6 -33.36 63.13 37.72 0.25 612
614 6 -33.4 63.22 37.84 0.25 613
615 6 -33.47 63.22 37.9 0.25 614
616 6 -33.5 63.29 38 0.25 615
617 6 -33.49 63.38 38.09 0.25 616
618 6 -33.29 63.43 38.24 0.25 617
619 6 -33.15 63.49 38.33 0.25 618
620 6 -33.11 63.54 38.4 0.25 619
621 6 -33.06 63.56 38.56 0.25 620
622 6 -33.2 63.65 38.65 0.25 621
623 6 -33.2 63.65 38.72 0.25 622
624 6 -33.15 63.75 38.79 0.25 623
625 6 -33.2 63.79 38.88 0.25 624
626 6 -33.22 63.83 38.97 0.25 625
627 6 -33.25 63.7 39.04 0.25 626
628 6 -33.29 63.75 39.11 0.25 627
629 6 -33.29 63.75 39.2 0.25 628
630 6 -33.18 63.68 39.29 0.25 629
631 6 -33.13 63.75 39.36 0.25 630
632 6 -33.04 63.75 39.43 0.25 631
633 6 -33.04 63.75 39.52 0.25 632
634 6 -33 63.79 39.61 0.25 633
635 6 -33 63.75 39.68 0.25 634
636 6 -32.9 63.72 39.77 0.25 635
637 6 -32.9 63.72 39.84 0.25 636
638 6 -32.9 63.81 39.9 0.25 637
639 6 -32.88 63.81 40 0.25 638
640 6 -32.84 63.81 40.09 0.25 639
641 6 -32.84 63.84 40.15 0.25 640
642 6 -32.75 63.86 40.24 0.25 641
643 6 -32.68 63.86 40.33 0.25 642
644 6 -32.72 63.86 40.4 0.25 643
645 6 -32.65 63.99 40.47 0.25 644
646 6 -32.13 64.19 40.56 0.25 645
647 6 -32.06 64.25 40.65 0.25 646
648 6 -32.06 64.25 40.72 0.25 647
649 6 -31.95 64.3 40.79 0.25 648
650 6 -31.84 64.37 40.88 0.25 649
651 6 -31.79 64.41 40.97 0.25 650
652 6 -31.68 64.5 41 0.25 651
653 6 -31.68 64.5 41.04 0.25 652
654 6 -31.68 64.5 41.09 0.25 653
655 6 -31.67 64.48 41.15 0.25 654
656 6 -31.52 64.47 41.29 0.25 655
657 6 -31.45 64.48 41.36 0.25 656
658 6 -31.31 64.68 41.43 0.25 657
659 6 -31.29 64.73 41.52 0.25 658
660 6 -31.21 64.79 41.61 0.25 659
661 6 -31.12 64.94 41.68 0.25 660
662 6 -31.03 64.91 41.77 0.25 661
663 6 -30.97 64.93 41.84 0.25 662
664 6 -30.8 65.04 41.97 0.25 663
665 6 -30.6 65.08 42.04 0.25 664
666 6 -30.53 65.18 42.11 0.25 665
667 6 -30.53 65.19 42.2 0.25 666
668 6 -30.5 65.3 42.36 0.25 667
669 6 -30.3 65.41 42.56 0.25 668
670 6 -30.18 65.44 42.65 0.25 669
671 6 -30.12 65.44 42.72 0.25 670
672 6 -29.92 65.55 42.9 0.25 671
673 6 -29.92 65.54 43 0.25 672
674 6 -29.53 65.58 43.24 0.25 673
675 6 -29.53 65.58 43.33 0.25 674
676 6 -29.36 65.58 43.43 0.25 675
677 6 -29.27 65.58 43.52 0.25 676
678 6 -29.05 65.58 43.68 0.25 677
679 6 -29.12 65.62 43.77 0.25 678
680 6 -29.18 65.62 43.84 0.25 679
681 6 -29.05 65.68 43.9 0.25 680
682 6 -29 65.69 44.09 0.25 681
683 6 -28.86 65.69 44.15 0.25 682
684 6 -28.78 65.73 44.29 0.25 683
685 6 -28.78 65.73 44.36 0.25 684
686 6 -28.7 65.76 44.43 0.25 685
687 6 -28.56 65.73 44.52 0.25 686
688 6 -28.56 65.68 44.61 0.25 687
689 6 -28.54 65.66 44.68 0.25 688
690 6 -28.31 65.58 44.77 0.25 689
691 6 -28.34 65.73 44.84 0.25 690
692 6 -28.14 65.83 45 0.25 691
693 6 -28.06 65.8 45.09 0.25 692
694 6 -28.06 65.87 45.15 0.25 693
695 6 -27.95 65.83 45.24 0.25 694
696 6 -27.54 66.12 45.4 0.25 695
697 6 -27.38 66.08 45.52 0.25 696
698 6 -27.31 65.98 45.68 0.25 697
699 6 -27.37 66 45.77 0.25 698
700 6 -27.38 66.05 45.9 0.25 699
701 6 -27.36 65.97 46.11 0.25 700
702 6 -27.37 66 46.25 0.25 701
703 6 -27.43 66.04 46.33 0.25 702
704 6 -27.11 66.12 46.47 0.25 703
705 6 -27.04 66.16 46.56 0.25 704
706 6 -27.04 66.23 46.63 0.25 705
707 6 -26.89 66.3 46.72 0.25 706
708 6 -26.87 66.33 47 0.25 707
709 6 -26.92 66.36 47.08 0.25 708
710 6 -26.95 66.33 47.15 0.25 709
711 6 -26.94 66.3 47.25 0.25 710
712 6 -26.94 66.29 47.33 0.25 711
713 6 -26.95 66.26 47.4 0.25 712
714 6 -26.52 65.62 47.61 0.25 713
715 6 -26.45 65.66 47.68 0.25 714
716 6 -26.3 65.66 47.77 0.25 715
717 6 -26.2 65.66 47.84 0.25 716
718 6 -26.12 65.62 47.9 0.25 717
719 6 -26.12 65.55 48 0.25 718
720 6 -26.09 65.55 48.08 0.25 719
721 6 -26.01 65.66 48.15 0.25 720
722 6 -26 65.58 48.25 0.25 721
723 6 -25.95 63.93 48.33 0.25 722
724 6 -25.95 63.93 48.4 0.25 723
725 6 -25.92 63.9 48.47 0.25 724
726 6 -25.96 63.56 48.63 0.25 725
727 6 -25.93 63.56 48.68 0.25 726
728 6 -25.88 63.59 48.72 0.25 727
729 6 -25.7 63.54 48.81 0.25 728
730 6 -25.61 63.61 48.88 0.25 729
731 6 -25.56 63.63 48.97 0.25 730
732 6 -25.52 63.54 49.2 0.25 731
733 6 -25.39 63.56 49.27 0.25 732
734 6 -25.37 63.61 49.36 0.25 733
735 6 -25.35 63.65 49.45 0.25 734
736 6 -25.19 63.63 49.52 0.25 735
737 6 -25.01 63.7 49.61 0.25 736
738 6 -25.06 63.79 49.68 0.25 737
739 6 -25.03 63.75 49.77 0.25 738
740 6 -25.03 63.77 49.84 0.25 739
741 6 -25.12 63.77 49.97 0.25 740
742 6 -25.04 63.74 50.04 0.25 741
743 6 -24.94 63.52 50.11 0.25 742
744 6 -24.95 63.52 50.2 0.25 743
745 6 -24.97 63.4 50.27 0.25 744
746 6 -25 63.2 50.4 0.25 745
747 6 -24.88 63.13 50.47 0.25 746
748 6 -24.97 63.18 50.52 0.25 747
749 6 -24.95 63.15 50.56 0.25 748
750 6 -24.84 62.88 50.52 0.25 747
751 6 -24.79 62.84 50.56 0.25 750
752 6 -24.76 62.81 50.63 0.25 751
753 6 -24.75 62.74 50.72 0.25 752
754 6 -24.87 62.54 50.81 0.25 753
755 6 -24.64 62.45 50.88 0.25 754
756 6 -24.56 62.49 50.97 0.25 755
757 6 -24.64 62.49 51.04 0.25 756
758 6 -24.62 62.33 51.2 0.25 757
759 6 -24.6 62.2 51.27 0.25 758
760 6 -24.59 62.15 51.36 0.25 759
761 6 -24.52 62.04 51.45 0.25 760
762 6 -24.52 61.97 51.52 0.25 761
763 6 -24.54 61.9 51.61 0.25 762
764 6 -24.54 61.75 51.68 0.25 763
765 6 -24.51 61.77 51.77 0.25 764
766 6 -24.59 61.81 51.88 0.25 765
767 6 -24.56 61.93 51.97 0.25 766
768 6 -24.45 61.9 52.04 0.25 767
769 6 -24.45 62 52.11 0.25 768
770 6 -24.5 62.18 52.2 0.25 769
771 6 -24.54 62.15 52.27 0.25 770
772 6 -24.44 62.11 52.45 0.25 771
773 6 -24.37 62.18 52.52 0.25 772
774 6 -24.36 62.13 52.61 0.25 773
775 6 -24.3 62.09 52.68 0.25 774
776 6 -24.34 62.13 52.72 0.25 775
777 6 -24.36 62.06 52.77 0.25 776
778 6 -24.29 62.04 52.81 0.25 777
779 6 -24.27 62.08 52.88 0.25 778
780 6 -24.21 62.13 52.97 0.25 779
781 6 -24.21 62.13 53.04 0.25 780
782 6 -24.17 62.02 53.11 0.25 781
783 6 -24.1 62 53.2 0.25 782
784 6 -24.1 62.04 53.27 0.25 783
785 6 -23.92 62.54 53.63 0.25 784
786 6 -23.89 62.59 53.52 0.25 785
787 6 -23.89 62.7 53.45 0.25 786
788 6 -23.95 62.84 53.4 0.25 787
789 6 -23.94 62.97 53.36 0.25 788
790 6 -24.12 63.29 53.25 0.25 789
791 6 -24.2 63.38 53.15 0.25 790
792 6 -24.26 63.56 53.08 0.25 791
793 6 -24.2 63.59 53 0.25 792
794 6 -24.2 63.61 52.97 0.25 793
795 6 -23.89 62.88 53.25 0.25 788
796 6 -23.92 62.93 53.15 0.25 795
797 6 -23.78 63.04 53.11 0.25 796
798 6 -23.92 62.54 53.68 0.25 785
799 6 -23.89 62.54 53.72 0.25 798
800 6 -23.71 62.47 53.84 0.25 799
801 6 -23.72 62.4 53.9 0.25 800
802 6 -23.7 62.38 53.97 0.25 801
803 6 -23.11 61.88 54.04 0.25 802
804 6 -23.13 61.9 53.97 0.25 803
805 6 -23.11 61.86 53.9 0.25 804
806 6 -23.7 62.47 54 0.25 802
807 6 -23.75 62.54 54.2 0.25 806
808 6 -23.72 62.58 54.27 0.25 807
809 6 -23.6 62.59 54.4 0.25 808
810 6 -23.52 62.56 54.47 0.25 809
811 6 -23.52 62.56 54.56 0.25 810
812 6 -23.52 62.65 54.68 0.25 811
813 6 -23.85 62.58 54.84 0.25 812
814 6 -23.87 62.52 54.88 0.25 813
815 6 -23.96 62.47 55.04 0.25 814
816 6 -24.18 62.79 55.04 0.25 815
817 6 -24.1 62.97 55.11 0.25 816
818 6 -24.02 63.11 55.2 0.25 817
819 6 -23.97 62.47 55.11 0.25 815
820 6 -23.89 62.58 55.2 0.25 819
821 6 -23.87 62.49 55.33 0.25 820
822 6 -23.76 62.36 55.4 0.25 821
823 6 -23.77 62.4 55.47 0.25 822
824 6 -23.77 62.45 55.56 0.25 823
825 6 -23.76 62.54 55.63 0.25 824
826 6 -23.71 62.54 55.72 0.25 825
827 6 -23.7 62.58 55.9 0.25 826
828 6 -23.79 62.47 55.88 0.25 827
829 6 -23.85 62.4 55.84 0.25 828
830 6 -23.79 62.36 55.81 0.25 829
831 6 -23.12 61.79 56 0.25 827
832 6 -23.03 61.74 56.04 0.25 831
833 6 -22.95 61.72 56.11 0.25 832
834 6 -22.79 61.65 56.2 0.25 833
835 6 -22.85 61.59 56.27 0.25 834
836 6 -22.84 61.61 56.36 0.25 835
837 6 -22.87 61.63 56.45 0.25 836
838 6 -22.88 61.86 56.52 0.25 837
839 6 -23.01 61.97 56.56 0.25 838
840 6 -23.05 61.97 56.61 0.25 839
841 6 -23.14 61.97 56.63 0.25 840
842 6 -23.18 61.95 56.68 0.25 841
843 6 -23.96 62.09 56.63 0.25 842
844 6 -24.1 62.11 56.56 0.25 843
845 6 -24.1 62.15 56.52 0.25 844
846 6 -23.12 61.95 56.77 0.25 842
847 6 -23.12 61.88 56.84 0.25 846
848 6 -23.25 61.47 57.04 0.25 847
849 6 -23.21 61.47 57.11 0.25 848
850 6 -23.25 61.49 57.2 0.25 849
851 6 -22.3 61.45 57.36 0.25 850
852 6 -22.37 61.36 57.45 0.25 851
853 6 -22.31 61.43 57.52 0.25 852
854 6 -22.02 61.63 57.63 0.25 853
855 6 -21.97 61.63 57.72 0.25 854
856 6 -21.97 61.63 57.81 0.25 855
857 6 -21.89 61.86 57.88 0.25 856
858 6 -21.93 61.97 57.97 0.25 857
859 6 -21.95 62.06 58.04 0.25 858
860 6 -21.86 62.15 58.2 0.25 859
861 6 -21.89 62.15 58.27 0.25 860
862 6 -21.89 62.18 58.36 0.25 861
863 6 -21.87 62.29 58.45 0.25 862
864 6 -21.79 62.4 58.52 0.25 863
865 6 -21.84 62.4 58.68 0.25 864
866 6 -21.85 62.45 58.77 0.25 865
867 6 -21.77 62.58 58.88 0.25 866
868 6 -21.78 62.54 58.97 0.25 867
869 6 -21.76 62.59 59.04 0.25 868
870 6 -21.72 62.63 59.08 0.25 869
871 6 -21.77 62.58 59.11 0.25 870
872 6 -21.75 62.68 59.2 0.25 871
873 6 -21.76 62.68 59.27 0.25 872
874 6 -21.76 62.68 59.36 0.25 873
875 6 -22.04 62.74 59.08 0.25 874
876 6 -22.04 62.97 59 0.25 875
877 6 -22.04 62.99 58.9 0.25 876
878 6 -22.04 63.04 58.88 0.25 877
879 6 -21.7 62.61 59.47 0.25 874
880 6 -21.68 62.74 59.61 0.25 879
881 6 -21.63 62.81 59.84 0.25 880
882 6 -21.61 62.81 60.04 0.25 881
883 6 -21.62 62.81 60.11 0.25 882
884 6 -21.34 62.86 60.27 0.25 883
885 6 -21.37 62.86 60.36 0.25 884
886 6 -21.36 62.86 60.45 0.25 885
887 6 -21.37 62.83 60.52 0.25 886
888 6 -21.29 62.86 60.61 0.25 887
889 6 -21.12 63.04 60.68 0.25 888
890 6 -21.1 63.13 60.84 0.25 889
891 6 -21.14 63.02 61 0.25 890
892 6 -21.04 63.06 61.08 0.25 891
893 6 -20.81 63.13 61.2 0.25 892
894 6 -20.88 63.11 61.27 0.25 893
895 6 -20.67 63.27 61.36 0.25 894
896 6 -20.53 63.13 61.45 0.25 895
897 6 -20.7 63.02 61.61 0.25 896
898 6 -20.75 62.97 61.68 0.25 897
899 6 -20.7 63.02 61.77 0.25 898
900 6 -20.69 62.97 61.9 0.25 899
901 6 -20.62 62.95 62 0.25 900
902 6 -20.84 63 62.2 0.25 901
903 6 -21.04 62.97 62.25 0.25 902
904 6 -21.17 62.9 62.27 0.25 903
905 6 -21.26 62.81 62.36 0.25 904
906 6 -21.39 62.81 62.43 0.25 905
907 6 -21.35 62.63 62.54 0.25 906
908 6 -21.32 62.56 62.63 0.25 907
909 6 -21.15 62.75 62.7 0.25 908
910 6 -21.1 62.66 62.79 0.25 909
911 6 -21.11 62.63 62.86 0.25 910
912 6 -21.12 62.56 62.95 0.25 911
913 6 -21.07 62.58 63.02 0.25 912
914 6 -21.07 62.52 63.09 0.25 913
915 6 -21 62.49 63.34 0.25 914
916 6 -21.28 62.79 63.63 0.25 915
917 6 -21.29 62.84 63.72 0.25 916
918 6 -21.27 62.86 63.84 0.25 917
919 6 -21.45 62.9 64.12 0.25 918
920 6 -21.37 62.93 64.33 0.25 919
921 6 -21.29 63 64.41 0.25 920
922 6 -21.3 63.15 64.55 0.25 921
923 6 -21.25 63.31 64.8 0.25 922
924 6 -21.06 63.4 64.97 0.25 923
925 6 -21.04 63.47 65.05 0.25 924
926 6 -20.89 63.4 65.12 0.25 925
927 6 -20.85 63.4 65.19 0.25 926
928 6 -20.77 63.45 65.26 0.25 927
929 6 -20.7 63.47 65.36 0.25 928
930 6 -20.6 63.45 65.44 0.25 929
931 6 -20.62 63.43 65.51 0.25 930
932 6 -20.68 63.31 65.62 0.25 931
933 6 -20.29 63.33 65.69 0.25 932
934 6 -20.2 63.27 65.76 0.25 933
935 6 -20.09 63.24 65.83 0.25 934
936 6 -20.05 63.18 65.91 0.25 935
937 6 -19.95 63.09 66.05 0.25 936
938 6 -20 63.09 66.12 0.25 937
939 6 -19.97 63.11 66.19 0.25 938
940 6 -19.97 63.09 66.26 0.25 939
941 6 -19.97 63.15 66.36 0.25 940
942 6 -20.12 63.13 66.44 0.25 941
943 6 -19.87 63.18 66.51 0.25 942
944 6 -19.88 63.22 66.61 0.25 943
945 6 -19.92 63.38 66.69 0.25 944
946 6 -19.87 63.45 66.76 0.25 945
947 6 -19.87 63.54 66.83 0.25 946
948 6 -19.95 63.75 66.97 0.25 947
949 6 -20.02 63.77 67.08 0.25 948
950 6 -20.04 63.86 67.12 0.25 949
951 6 -20.04 63.84 67.19 0.25 950
952 6 -20.19 64.16 67.26 0.25 951
953 6 -20.34 64.16 67.08 0.25 952
954 6 -20.44 64.23 66.97 0.25 953
955 6 -20.28 64.25 67.36 0.25 952
956 6 -20.35 64.19 67.48 0.25 955
957 6 -20.29 64.26 67.55 0.25 956
958 6 -20.29 64.26 67.62 0.25 957
959 6 -20.34 64.26 67.72 0.25 958
960 6 -20.29 64.29 67.8 0.25 959
961 6 -20.28 64.18 67.91 0.25 960
962 6 -20.29 64.11 68.08 0.25 961
963 6 -20.31 64.08 68.16 0.25 962
964 6 -20.29 63.99 68.25 0.25 963
965 6 -20.31 63.93 68.36 0.25 964
966 6 -20.3 63.9 68.44 0.25 965
967 6 -20.34 63.9 68.51 0.25 966
968 6 -20.29 63.84 68.62 0.25 967
969 6 -20.45 63.9 68.69 0.25 968
970 6 -20.36 64.01 68.76 0.25 969
971 6 -20.52 64.12 68.87 0.25 970
972 6 -20.5 64.16 69 0.25 971
973 6 -20.45 64.12 69.08 0.25 972
974 6 -20.29 64.25 69.12 0.25 973
975 6 -20.3 64.26 69.16 0.25 974
976 6 -20.37 64.08 69.26 0.25 973
977 6 -20.3 64.11 69.33 0.25 976
978 6 -20.37 64.01 69.41 0.25 977
979 6 -20.54 64 69.55 0.25 978
980 6 -20.35 64.01 69.62 0.25 979
981 6 -20.37 64.01 69.72 0.25 980
982 6 -20.29 64.01 69.8 0.25 981
983 6 -20.34 64.01 69.87 0.25 982
984 6 -20.3 64.3 69.97 0.25 983
985 6 -20.35 64.26 70.05 0.25 984
986 6 -20.63 64.16 70.19 0.25 985
987 6 -20.52 64.16 70.36 0.25 986
988 6 -20.52 64.05 70.48 0.25 987
989 6 -20.55 63.95 70.61 0.25 988
990 6 -21.14 63.72 70.83 0.25 989
991 6 -21.12 63.61 71.08 0.25 990
992 6 -21.12 63.63 71.05 0.25 991
993 6 -21.1 63.65 71 0.25 992
994 6 -21.25 63.63 71.19 0.25 991
995 6 -21.36 63.65 71.25 0.25 994
996 6 -21.44 63.59 71.33 0.25 995
997 6 -21.45 63.58 71.41 0.25 996
998 6 -21.42 63.4 71.48 0.25 997
999 6 -21.42 63.36 71.55 0.25 998
1000 6 -21.47 63.36 71.62 0.25 999
1001 6 -21.46 63.33 71.72 0.25 1000
1002 6 -21.51 63.31 71.8 0.25 1001
1003 6 -21.51 63.31 71.87 0.25 1002
1004 6 -21.51 63.31 71.97 0.25 1003
1005 6 -21.45 63.36 72.12 0.25 1004
1006 6 -21.63 63.54 72.51 0.25 1005
1007 6 -21.63 63.5 72.61 0.25 1006
1008 6 -21.7 63.47 72.69 0.25 1007
1009 6 -21.72 63.43 72.76 0.25 1008
1010 6 -21.71 63.45 72.83 0.25 1009
1011 6 -21.7 63.45 72.91 0.25 1010
1012 6 -21.68 63.43 73 0.25 1011
1013 6 -21.71 63.47 73.08 0.25 1012
1014 6 -21.78 63.45 73.16 0.25 1013
1015 6 -21.79 63.43 73.25 0.25 1014
1016 6 -21.86 63.38 73.33 0.25 1015
1017 6 -21.84 63.36 73.41 0.25 1016
1018 6 -21.79 63.29 73.51 0.25 1017
1019 6 -21.87 63.25 73.61 0.25 1018
1020 6 -21.8 63.2 73.69 0.25 1019
1021 6 -21.79 63.09 73.8 0.25 1020
1022 6 -21.77 62.79 73.87 0.25 1021
1023 6 -21.71 62.68 73.97 0.25 1022
1024 6 -21.7 62.65 74.05 0.25 1023
1025 6 -21.68 62.58 74.12 0.25 1024
1026 6 -21.71 62.52 74.19 0.25 1025
1027 6 -21.71 62.52 74.25 0.25 1026
1028 6 -21.77 62.49 74.33 0.25 1027
1029 6 -21.88 62.34 74.41 0.25 1028
1030 6 -21.97 62.27 74.48 0.25 1029
1031 6 -21.87 62.29 74.55 0.25 1030
1032 6 -21.87 62.27 74.62 0.25 1031
1033 6 -21.87 62.27 74.72 0.25 1032
1034 6 -21.87 62.27 74.8 0.25 1033
1035 6 -21.87 62.27 74.87 0.25 1034
1036 6 -21.46 62.45 74.97 0.25 1035
1037 6 -21.22 62.65 74.8 0.25 1036
1038 6 -21.2 62.77 74.72 0.25 1037
1039 6 -21.2 63.02 74.62 0.25 1038
1040 6 -21.18 63.13 74.55 0.25 1039
1041 6 -21.12 63.27 74.48 0.25 1040
1042 6 -21.13 63.34 74.44 0.25 1041
1043 6 -21.12 62.61 74.62 0.25 1037
1044 6 -21.06 62.61 74.55 0.25 1043
1045 6 -21.04 62.65 74.48 0.25 1044
1046 6 -21.04 62.54 74.41 0.25 1045
1047 6 -21.02 62.54 74.33 0.25 1046
1048 6 -21 62.56 74.25 0.25 1047
1049 6 -21.11 62.61 74.12 0.25 1048
1050 6 -21.2 62.58 74.08 0.25 1049
1051 6 -21.2 62.56 74.05 0.25 1050
1052 6 -21.46 62.45 75.05 0.25 1036
1053 6 -21.29 62.47 75.12 0.25 1052
1054 6 -21.29 62.47 75.19 0.25 1053
1055 6 -21.18 62.47 75.33 0.25 1054
1056 6 -21.12 62.49 75.41 0.25 1055
1057 6 -21.1 62.52 75.48 0.25 1056
1058 6 -21.09 62.58 75.55 0.25 1057
1059 6 -21.05 62.59 75.62 0.25 1058
1060 6 -21.2 62.65 75.72 0.25 1059
1061 6 -21.2 62.65 75.8 0.25 1060
1062 6 -21.2 62.65 75.87 0.25 1061
1063 6 -21.18 62.68 75.97 0.25 1062
1064 6 -21.18 62.68 76.05 0.25 1063
1065 6 -21.09 62.7 76.12 0.25 1064
1066 6 -21.06 62.77 76.19 0.25 1065
1067 6 -20.96 62.83 76.26 0.25 1066
1068 6 -21 62.86 76.33 0.25 1067
1069 6 -21.06 62.86 76.36 0.25 1068
1070 6 -21.22 62.9 76.48 0.25 1069
1071 6 -21.29 62.9 76.55 0.25 1070
1072 6 -21.39 62.9 76.69 0.25 1071
1073 6 -21.38 62.93 76.76 0.25 1072
1074 6 -21.44 63.02 76.83 0.25 1073
1075 6 -21.37 63.04 76.97 0.25 1074
1076 6 -21.42 63.06 77.05 0.25 1075
1077 6 -21.44 63.13 77.16 0.25 1076
1078 6 -21.45 63.13 77.25 0.25 1077
1079 6 -21.45 63.15 77.33 0.25 1078
1080 6 -21.51 63.22 77.41 0.25 1079
1081 6 -21.53 63.2 77.48 0.25 1080
1082 6 -21.37 63.2 77.55 0.25 1081
1083 6 -21.45 63.09 77.62 0.25 1082
1084 6 -21.39 63.09 77.72 0.25 1083
1085 6 -21.44 63.11 77.8 0.25 1084
1086 6 -21.39 63.15 77.87 0.25 1085
1087 6 -21.39 63.2 77.97 0.25 1086
1088 6 -21.39 63.11 78.05 0.25 1087
1089 6 -21.39 63.11 78.12 0.25 1088
1090 6 -21.38 63.09 78.25 0.25 1089
1091 6 -21.37 63.09 78.36 0.25 1090
1092 6 -21.35 63.15 78.44 0.25 1091
1093 6 -21.25 63.18 78.51 0.25 1092
1094 6 -21.34 63.22 78.62 0.25 1093
1095 6 -21.29 63.22 78.72 0.25 1094
1096 6 -21.29 63.22 78.83 0.25 1095
1097 6 -21.22 63.13 78.91 0.25 1096
1098 6 -21.26 63.15 79.05 0.25 1097
1099 6 -21.19 63.2 79.12 0.25 1098
1100 6 -21.12 63.25 79.19 0.25 1099
1101 6 -20.95 63.31 79.33 0.25 1100
1102 6 -20.86 63.4 79.41 0.25 1101
1103 6 -20.71 63.5 79.48 0.25 1102
1104 6 -20.79 63.54 79.62 0.25 1103
1105 6 -20.63 63.58 79.83 0.25 1104
1106 6 -20.61 63.59 79.91 0.25 1105
1107 6 -20.64 63.65 80 0.25 1106
1108 6 -20.62 63.68 80.08 0.25 1107
1109 6 -20.67 63.65 80.16 0.25 1108
1110 6 -20.71 63.63 80.25 0.25 1109
1111 6 -20.71 63.65 80.33 0.25 1110
1112 6 -20.76 63.63 80.41 0.25 1111
1113 6 -20.71 63.72 80.48 0.25 1112
1114 6 -20.71 63.68 80.55 0.25 1113
1115 6 -20.7 63.7 80.62 0.25 1114
1116 6 -20.77 63.75 80.72 0.25 1115
1117 6 -20.76 63.75 80.8 0.25 1116
1118 6 -20.79 63.77 80.87 0.25 1117
1119 6 -20.79 63.84 80.97 0.25 1118
1120 6 -20.87 63.93 81.16 0.25 1119
1121 6 -20.85 63.97 81.26 0.25 1120
1122 6 -20.87 64.05 81.36 0.25 1121
1123 6 -20.79 64.26 81.48 0.25 1122
1124 6 -20.87 64.19 81.55 0.25 1123
1125 6 -21.04 64.26 81.72 0.25 1124
1126 6 -20.95 64.26 81.69 0.25 1125
1127 6 -21.09 64.23 81.76 0.25 1125
1128 6 -21.09 64.23 81.8 0.25 1127
1129 6 -21.13 64.29 81.87 0.25 1128
1130 6 -21.29 64.36 82.08 0.25 1129
1131 6 -21.3 64.37 82.11 0.25 1130
1132 6 -21.34 64.37 82.11 0.25 1131
1133 6 -21.36 64.37 82.12 0.25 1132
1134 6 -20.94 64.47 82.05 0.25 1131
1135 6 -20.95 64.51 82 0.25 1134
1136 6 -20.95 64.54 81.97 0.25 1135
1137 6 -20.97 64.55 81.87 0.25 1136
1138 6 -21.36 64.44 81.8 0.25 1137
1139 6 -21.39 64.5 81.72 0.25 1138
1140 6 -21.38 64.44 81.61 0.25 1139
1141 6 -21.39 64.36 81.51 0.25 1140
1142 6 -21.37 64.37 81.44 0.25 1141
1143 6 -21.38 64.33 81.36 0.25 1142
1144 6 -21.37 64.25 81.26 0.25 1143
1145 6 -21.39 64.26 81.19 0.25 1144
1146 6 -21.36 64.3 81.12 0.25 1145
1147 6 -21.44 64.3 81 0.25 1146
1148 6 -21.45 64.26 80.91 0.25 1147
1149 6 -21.47 64.3 80.83 0.25 1148
1150 6 -21.47 64.41 80.8 0.25 1149
1151 6 -21.46 64.68 82.33 0.25 1134
1152 6 -21.45 64.68 82.36 0.25 1151
1153 6 -21.44 64.68 82.41 0.25 1152
1154 6 -21.47 64.69 82.48 0.25 1153
1155 6 -21.39 64.62 82.55 0.25 1154
1156 6 -21.39 64.62 82.62 0.25 1155
1157 6 -21.46 64.54 82.72 0.25 1156
1158 6 -21.5 64.51 82.8 0.25 1157
1159 6 -21.59 64.55 82.87 0.25 1158
1160 6 -21.75 64.47 82.97 0.25 1159
1161 6 -21.69 64.44 83.05 0.25 1160
1162 6 -21.7 64.51 83.12 0.25 1161
1163 6 -21.79 64.61 83.19 0.25 1162
1164 6 -21.87 64.66 83.26 0.25 1163
1165 6 -21.95 64.69 83.36 0.25 1164
1166 6 -22.01 64.68 83.44 0.25 1165
1167 6 -22.1 64.66 83.55 0.25 1166
1168 6 -22.11 64.66 83.69 0.25 1167
1169 6 -22.18 64.73 83.76 0.25 1168
1170 6 -22.21 64.73 83.83 0.25 1169
1171 6 -22.34 64.66 83.91 0.25 1170
1172 6 -22.37 64.66 84 0.25 1171
1173 6 -22.42 64.62 84.08 0.25 1172
1174 6 -22.44 64.65 84.16 0.25 1173
1175 6 -22.46 64.62 84.25 0.25 1174
1176 6 -22.47 64.62 84.33 0.25 1175
1177 6 -22.46 64.51 84.41 0.25 1176
1178 6 -22.46 64.44 84.44 0.25 1177
1179 6 -22.54 64.5 84.48 0.25 1178
1180 6 -22.54 64.55 84.55 0.25 1179
1181 6 -22.54 64.55 84.62 0.25 1180
1182 6 -22.68 64.55 84.72 0.25 1181
1183 6 -22.67 64.62 84.8 0.25 1182
1184 6 -22.7 64.66 84.87 0.25 1183
1185 6 -22.76 64.76 85.05 0.25 1184
1186 6 -22.7 64.83 85.12 0.25 1185
1187 6 -22.84 64.9 85.19 0.25 1186
1188 6 -22.85 64.97 85.26 0.25 1187
1189 6 -22.95 64.98 85.36 0.25 1188
1190 6 -22.95 65.05 85.41 0.25 1189
1191 6 -23.01 65.25 85.48 0.25 1190
1192 6 -23.01 65.26 85.51 0.25 1191
1193 6 -23.04 65.3 85.55 0.25 1192
1194 6 -23.12 65.43 85.62 0.25 1193
1195 6 -23.17 65.48 85.72 0.25 1194
1196 6 -23.19 65.51 85.8 0.25 1195
1197 6 -23.2 65.61 86 0.25 1196
1198 6 -23.22 65.66 86.08 0.25 1197
1199 6 -23.28 65.68 86.16 0.25 1198
1200 6 -23.3 65.73 86.25 0.25 1199
1201 6 -23.31 65.79 86.33 0.25 1200
1202 6 -23.31 65.8 86.41 0.25 1201
1203 6 -23.31 65.8 86.48 0.25 1202
